audio_path,queen_status,queen_presence,hive_number,device,datetime,hive_temp,hive_humidity,class_name
../archive/sound_files/sound_files/2022-06-13--16-45-02_2__segment1.wav,2,1,3,2,2022-06-13 16:45:02,28.0,21.39,Queen_New
../archive/sound_files/sound_files/2022-06-09--14-05-39_2__segment0.wav,1,0,3,2,2022-06-09 14:05:39,43.17,11.51,Queenless
../archive/sound_files/sound_files/2022-06-08--08-51-21_2__segment2.wav,0,1,3,2,2022-06-08 8:51:21,27.54,40.03,Queenright
../archive/sound_files/sound_files/2022-06-09--07-10-29_2__segment2.wav,1,0,3,2,2022-06-09 7:10:29,21.38,52.66,Queenless
../archive/sound_files/sound_files/2022-06-09--11-07-46_2__segment3.wav,1,0,3,2,2022-06-09 11:07:46,50.28,16.65,Queenless
../archive/sound_files/sound_files/2022-06-06--02-33-38_2__segment0.wav,0,1,3,2,2022-06-06 2:33:38,20.11,51.84,Queenright
../archive/sound_files/sound_files/2022-06-08--01-55-59_2__segment2.wav,0,1,3,2,2022-06-08 1:55:59,19.07,36.97,Queenright
../archive/sound_files/sound_files/2022-06-11--05-35-14_2__segment2.wav,2,1,3,2,2022-06-11 5:35:14,18.64,50.79,Queen_New
../archive/sound_files/sound_files/2022-06-10--06-39-32_2__segment3.wav,2,1,3,2,2022-06-10 6:39:32,19.93,45.21,Queen_New
../archive/sound_files/sound_files/2022-06-09--10-08-31_2__segment5.wav,1,0,3,2,2022-06-09 10:08:31,41.55,23.97,Queenless
../archive/sound_files/sound_files/2022-06-08--06-52-11_2__segment3.wav,0,1,3,2,2022-06-08 6:52:11,19.14,39.1,Queenright
../archive/sound_files/sound_files/2022-06-07--00-16-09_2__segment4.wav,0,1,3,2,2022-06-07 0:16:09,20.28,41.31,Queenright
../archive/sound_files/sound_files/2022-06-11--06-34-28_2__segment3.wav,2,1,3,2,2022-06-11 6:34:28,19.47,49.37,Queen_New
../archive/sound_files/sound_files/2022-06-08--07-51-48_2__segment1.wav,0,1,3,2,2022-06-08 7:51:48,23.21,39.48,Queenright
../archive/sound_files/sound_files/2022-06-12--20-59-54_2__segment5.wav,2,1,3,2,2022-06-12 20:59:54,21.61,38.53,Queen_New
../archive/sound_files/sound_files/2022-06-12--02-36-11_2__segment2.wav,2,1,3,2,2022-06-12 2:36:11,21.15,61.1,Queen_New
../archive/sound_files/sound_files/2022-06-10--22-41-10_2__segment4.wav,2,1,3,2,2022-06-10 22:41:10,24.14,43.81,Queen_New
../archive/sound_files/sound_files/2022-06-08--01-55-59_2__segment1.wav,0,1,3,2,2022-06-08 1:55:59,19.07,36.97,Queenright
../archive/sound_files/sound_files/2022-06-10--09-37-48_2__segment0.wav,2,1,3,2,2022-06-10 9:37:48,48.48,16.92,Queen_New
../archive/sound_files/sound_files/2022-06-11--12-32-18_2__segment0.wav,2,1,3,2,2022-06-11 12:32:18,51.84,7.23,Queen_New
../archive/sound_files/sound_files/2022-06-06--18-21-16_2__segment1.wav,0,1,3,2,2022-06-06 18:21:16,26.84,33.69,Queenright
../archive/sound_files/sound_files/2022-06-06--10-27-52_2__segment3.wav,0,1,3,2,2022-06-06 10:27:52,29.25,44.66,Queenright
../archive/sound_files/sound_files/2022-06-12--23-57-28_2__segment1.wav,2,1,3,2,2022-06-12 23:57:28,19.6,54.38,Queen_New
../archive/sound_files/sound_files/2022-06-12--08-31-53_2__segment1.wav,2,1,3,2,2022-06-12 8:31:53,38.44,33.87,Queen_New
../archive/sound_files/sound_files/2022-06-10--17-45-44_2__segment2.wav,2,1,3,2,2022-06-10 17:45:44,34.47,29.92,Queen_New
../archive/sound_files/sound_files/2022-06-10--22-41-10_2__segment5.wav,2,1,3,2,2022-06-10 22:41:10,24.14,43.81,Queen_New
../archive/sound_files/sound_files/2022-06-13--05-52-38_2__segment2.wav,2,1,3,2,2022-06-13 5:52:38,16.66,49.9,Queen_New
../archive/sound_files/sound_files/2022-06-12--09-31-04_2__segment5.wav,2,1,3,2,2022-06-12 9:31:04,39.37,28.99,Queen_New
../archive/sound_files/sound_files/2022-06-10--21-42-01_2__segment0.wav,2,1,3,2,2022-06-10 21:42:01,25.08,39.16,Queen_New
../archive/sound_files/sound_files/2022-06-12--12-28-53_2__segment0.wav,2,1,3,2,2022-06-12 12:28:53,40.39,23.6,Queen_New
../archive/sound_files/sound_files/2022-06-13--07-51-24_2__segment3.wav,2,1,3,2,2022-06-13 7:51:24,28.26,44.65,Queen_New
../archive/sound_files/sound_files/2022-06-13--05-52-38_2__segment1.wav,2,1,3,2,2022-06-13 5:52:38,16.66,49.9,Queen_New
../archive/sound_files/sound_files/2022-06-13--05-52-38_2__segment3.wav,2,1,3,2,2022-06-13 5:52:38,16.66,49.9,Queen_New
../archive/sound_files/sound_files/2022-06-11--07-34-47_2__segment4.wav,2,1,3,2,2022-06-11 7:34:47,26.9,48.8,Queen_New
../archive/sound_files/sound_files/2022-06-07--17-03-33_2__segment5.wav,0,1,3,2,2022-06-07 17:03:33,27.21,34.45,Queenright
../archive/sound_files/sound_files/2022-06-13--03-54-15_2__segment0.wav,2,1,3,2,2022-06-13 3:54:15,17.02,50.76,Queen_New
../archive/sound_files/sound_files/2022-06-11--03-36-54_2__segment3.wav,2,1,3,2,2022-06-11 3:36:54,19.45,51.11,Queen_New
../archive/sound_files/sound_files/2022-06-09--08-09-48_2__segment0.wav,1,0,3,2,2022-06-09 8:09:48,29.99,45.8,Queenless
../archive/sound_files/sound_files/2022-06-12--03-35-25_2__segment5.wav,2,1,3,2,2022-06-12 3:35:25,20.82,58.17,Queen_New
../archive/sound_files/sound_files/2022-06-13--16-45-02_2__segment4.wav,2,1,3,2,2022-06-13 16:45:02,28.0,21.39,Queen_New
../archive/sound_files/sound_files/2022-06-12--15-26-04_2__segment2.wav,2,1,3,2,2022-06-12 15:26:04,35.0,31.38,Queen_New
../archive/sound_files/sound_files/2022-06-08--22-17-37_2__segment4.wav,1,0,3,2,2022-06-08 22:17:37,20.07,44.8,Queenless
../archive/sound_files/sound_files/2022-06-09--09-09-12_2__segment0.wav,1,0,3,2,2022-06-09 9:09:12,37.11,36.74,Queenless
../archive/sound_files/sound_files/2022-06-09--01-15-07_2__segment2.wav,1,0,3,2,2022-06-09 1:15:07,19.25,52.87,Queenless
../archive/sound_files/sound_files/2022-06-11--14-29-57_2__segment0.wav,2,1,3,2,2022-06-11 14:29:57,39.97,19.61,Queen_New
../archive/sound_files/sound_files/2022-06-07--00-16-09_2__segment5.wav,0,1,3,2,2022-06-07 0:16:09,20.28,41.31,Queenright
../archive/sound_files/sound_files/2022-06-09--14-05-39_2__segment5.wav,1,0,3,2,2022-06-09 14:05:39,43.17,11.51,Queenless
../archive/sound_files/sound_files/2022-06-10--21-42-01_2__segment5.wav,2,1,3,2,2022-06-10 21:42:01,25.08,39.16,Queen_New
../archive/sound_files/sound_files/2022-06-07--12-07-57_2__segment5.wav,0,1,3,2,2022-06-07 12:07:57,33.16,37.31,Queenright
../archive/sound_files/sound_files/2022-06-07--02-14-33_2__segment3.wav,0,1,3,2,2022-06-07 2:14:33,18.73,42.65,Queenright
../archive/sound_files/sound_files/2022-06-08--15-51-41_2__segment1.wav,1,0,3,2,2022-06-08 15:51:41,33.64,32.71,Queenless
../archive/sound_files/sound_files/2022-06-06--17-22-09_2__segment5.wav,0,1,3,2,2022-06-06 17:22:09,27.22,32.43,Queenright
../archive/sound_files/sound_files/2022-06-11--11-33-12_2__segment5.wav,2,1,3,2,2022-06-11 11:33:12,54.09,7.9,Queen_New
../archive/sound_files/sound_files/2022-06-12--16-25-11_2__segment2.wav,2,1,3,2,2022-06-12 16:25:11,31.28,36.12,Queen_New
../archive/sound_files/sound_files/2022-06-11--10-33-55_2__segment1.wav,2,1,3,2,2022-06-11 10:33:55,55.62,10.27,Queen_New
../archive/sound_files/sound_files/2022-06-06--09-28-32_2__segment3.wav,0,1,3,2,2022-06-06 9:28:32,27.15,48.09,Queenright
../archive/sound_files/sound_files/2022-06-13--06-51-50_2__segment1.wav,2,1,3,2,2022-06-13 6:51:50,18.13,44.52,Queen_New
../archive/sound_files/sound_files/2022-06-07--03-13-45_2__segment1.wav,0,1,3,2,2022-06-07 3:13:45,18.29,42.46,Queenright
../archive/sound_files/sound_files/2022-06-08--18-21-07_2__segment4.wav,1,0,3,2,2022-06-08 18:21:07,27.72,37.52,Queenless
../archive/sound_files/sound_files/2022-06-11--01-38-34_2__segment4.wav,2,1,3,2,2022-06-11 1:38:34,20.7,53.99,Queen_New
../archive/sound_files/sound_files/2022-06-08--09-50-41_2__segment3.wav,0,1,3,2,2022-06-08 9:50:41,29.78,38.38,Queenright
../archive/sound_files/sound_files/2022-06-10--00-44-16_2__segment2.wav,2,1,3,2,2022-06-10 0:44:16,21.27,45.4,Queen_New
../archive/sound_files/sound_files/2022-06-11--09-34-20_2__segment0.wav,2,1,3,2,2022-06-11 9:34:20,48.9,20.9,Queen_New
../archive/sound_files/sound_files/2022-06-11--02-37-45_2__segment1.wav,2,1,3,2,2022-06-11 2:37:45,19.69,51.26,Queen_New
../archive/sound_files/sound_files/2022-06-13--08-50-45_2__segment2.wav,2,1,3,2,2022-06-13 8:50:45,38.05,30.18,Queen_New
../archive/sound_files/sound_files/2022-06-09--10-08-31_2__segment1.wav,1,0,3,2,2022-06-09 10:08:31,41.55,23.97,Queenless
../archive/sound_files/sound_files/2022-06-09--09-09-12_2__segment5.wav,1,0,3,2,2022-06-09 9:09:12,37.11,36.74,Queenless
../archive/sound_files/sound_files/2022-06-13--09-50-10_2__segment4.wav,2,1,3,2,2022-06-13 9:50:10,45.11,21.89,Queen_New
../archive/sound_files/sound_files/2022-06-06--10-27-52_2__segment0.wav,0,1,3,2,2022-06-06 10:27:52,29.25,44.66,Queenright
../archive/sound_files/sound_files/2022-06-07--20-00-55_2__segment2.wav,0,1,3,2,2022-06-07 20:00:55,22.81,33.93,Queenright
../archive/sound_files/sound_files/2022-06-06--01-34-26_2__segment2.wav,0,1,3,2,2022-06-06 1:34:26,21.33,52.34,Queenright
../archive/sound_files/sound_files/2022-06-07--15-05-17_2__segment0.wav,0,1,3,2,2022-06-07 15:05:17,30.11,33.76,Queenright
../archive/sound_files/sound_files/2022-06-10--22-41-10_2__segment1.wav,2,1,3,2,2022-06-10 22:41:10,24.14,43.81,Queen_New
../archive/sound_files/sound_files/2022-06-06--13-25-30_2__segment1.wav,0,1,3,2,2022-06-06 13:25:30,31.81,36.33,Queenright
../archive/sound_files/sound_files/2022-06-10--17-45-44_2__segment5.wav,2,1,3,2,2022-06-10 17:45:44,34.47,29.92,Queen_New
../archive/sound_files/sound_files/2022-06-13--00-56-42_2__segment3.wav,2,1,3,2,2022-06-13 0:56:42,18.43,38.09,Queen_New
../archive/sound_files/sound_files/2022-06-07--21-59-10_2__segment1.wav,0,1,3,2,2022-06-07 21:59:10,20.73,34.23,Queenright
../archive/sound_files/sound_files/2022-06-10--19-43-51_2__segment0.wav,2,1,3,2,2022-06-10 19:43:51,29.14,33.74,Queen_New
../archive/sound_files/sound_files/2022-06-08--03-54-28_2__segment4.wav,0,1,3,2,2022-06-08 3:54:28,18.92,39.05,Queenright
../archive/sound_files/sound_files/2022-06-09--22-45-55_2__segment0.wav,2,1,3,2,2022-06-09 22:45:55,22.92,39.57,Queen_New
../archive/sound_files/sound_files/2022-06-08--03-54-28_2__segment3.wav,0,1,3,2,2022-06-08 3:54:28,18.92,39.05,Queenright
../archive/sound_files/sound_files/2022-06-13--03-54-15_2__segment4.wav,2,1,3,2,2022-06-13 3:54:15,17.02,50.76,Queen_New
../archive/sound_files/sound_files/2022-06-10--03-41-56_2__segment3.wav,2,1,3,2,2022-06-10 3:41:56,19.39,52.17,Queen_New
../archive/sound_files/sound_files/2022-06-07--04-12-58_2__segment2.wav,0,1,3,2,2022-06-07 4:12:58,17.81,42.62,Queenright
../archive/sound_files/sound_files/2022-06-06--01-34-26_2__segment5.wav,0,1,3,2,2022-06-06 1:34:26,21.33,52.34,Queenright
../archive/sound_files/sound_files/2022-06-07--21-00-02_2__segment3.wav,0,1,3,2,2022-06-07 21:00:02,22.01,33.27,Queenright
../archive/sound_files/sound_files/2022-06-10--20-42-55_2__segment3.wav,2,1,3,2,2022-06-10 20:42:55,27.0,38.0,Queen_New
../archive/sound_files/sound_files/2022-06-07--12-07-57_2__segment1.wav,0,1,3,2,2022-06-07 12:07:57,33.16,37.31,Queenright
../archive/sound_files/sound_files/2022-06-11--08-33-45_2__segment4.wav,2,1,3,2,2022-06-11 8:33:45,40.18,29.15,Queen_New
../archive/sound_files/sound_files/2022-06-10--18-44-45_2__segment3.wav,2,1,3,2,2022-06-10 18:44:45,30.91,34.46,Queen_New
../archive/sound_files/sound_files/2022-06-07--09-09-47_2__segment1.wav,0,1,3,2,2022-06-07 9:09:47,26.47,47.47,Queenright
../archive/sound_files/sound_files/2022-06-05--19-39-14_2__segment1.wav,0,1,3,2,2022-06-05 19:39:14,26.52,46.6,Queenright
../archive/sound_files/sound_files/2022-06-07--13-07-01_2__segment0.wav,0,1,3,2,2022-06-07 13:07:01,32.67,35.86,Queenright
../archive/sound_files/sound_files/2022-06-07--11-08-36_2__segment0.wav,0,1,3,2,2022-06-07 11:08:36,32.13,41.06,Queenright
../archive/sound_files/sound_files/2022-06-12--09-31-04_2__segment4.wav,2,1,3,2,2022-06-12 9:31:04,39.37,28.99,Queen_New
../archive/sound_files/sound_files/2022-06-08--02-55-11_2__segment0.wav,0,1,3,2,2022-06-08 2:55:11,18.71,37.25,Queenright
../archive/sound_files/sound_files/2022-06-12--07-32-30_2__segment0.wav,2,1,3,2,2022-06-12 7:32:30,26.82,55.46,Queen_New
../archive/sound_files/sound_files/2022-06-10--15-33-29_2__segment5.wav,2,1,3,2,2022-06-10 15:33:29,37.84,19.68,Queen_New
../archive/sound_files/sound_files/2022-06-13--15-45-41_2__segment0.wav,2,1,3,2,2022-06-13 15:45:41,30.43,21.06,Queen_New
../archive/sound_files/sound_files/2022-06-12--16-25-11_2__segment1.wav,2,1,3,2,2022-06-12 16:25:11,31.28,36.12,Queen_New
../archive/sound_files/sound_files/2022-06-10--07-39-02_2__segment1.wav,2,1,3,2,2022-06-10 7:39:02,28.35,45.59,Queen_New
../archive/sound_files/sound_files/2022-06-10--21-42-01_2__segment2.wav,2,1,3,2,2022-06-10 21:42:01,25.08,39.16,Queen_New
../archive/sound_files/sound_files/2022-06-10--21-42-01_2__segment1.wav,2,1,3,2,2022-06-10 21:42:01,25.08,39.16,Queen_New
../archive/sound_files/sound_files/2022-06-07--08-10-22_2__segment1.wav,0,1,3,2,2022-06-07 8:10:22,23.2,45.39,Queenright
../archive/sound_files/sound_files/2022-06-10--21-42-01_2__segment4.wav,2,1,3,2,2022-06-10 21:42:01,25.08,39.16,Queen_New
../archive/sound_files/sound_files/2022-06-06--15-23-51_2__segment2.wav,0,1,3,2,2022-06-06 15:23:51,28.82,33.46,Queenright
../archive/sound_files/sound_files/2022-06-06--08-29-16_2__segment1.wav,0,1,3,2,2022-06-06 8:29:16,24.62,49.4,Queenright
../archive/sound_files/sound_files/2022-06-11--06-34-28_2__segment0.wav,2,1,3,2,2022-06-11 6:34:28,19.47,49.37,Queen_New
../archive/sound_files/sound_files/2022-06-10--12-36-00_2__segment0.wav,2,1,3,2,2022-06-10 12:36:00,51.96,10.38,Queen_New
../archive/sound_files/sound_files/2022-06-09--11-07-46_2__segment1.wav,1,0,3,2,2022-06-09 11:07:46,50.28,16.65,Queenless
../archive/sound_files/sound_files/2022-06-10--10-37-17_2__segment2.wav,2,1,3,2,2022-06-10 10:37:17,53.66,11.04,Queen_New
../archive/sound_files/sound_files/2022-06-08--14-52-43_2__segment4.wav,1,0,3,2,2022-06-08 14:52:43,32.09,37.1,Queenless
../archive/sound_files/sound_files/2022-06-12--15-26-04_2__segment0.wav,2,1,3,2,2022-06-12 15:26:04,35.0,31.38,Queen_New
../archive/sound_files/sound_files/2022-06-06--06-30-21_2__segment2.wav,0,1,3,2,2022-06-06 6:30:21,19.19,48.11,Queenright
../archive/sound_files/sound_files/2022-06-11--00-39-26_2__segment1.wav,2,1,3,2,2022-06-11 0:39:26,21.73,54.6,Queen_New
../archive/sound_files/sound_files/2022-06-10--16-32-41_2__segment1.wav,2,1,3,2,2022-06-10 16:32:41,36.18,24.95,Queen_New
../archive/sound_files/sound_files/2022-06-10--18-44-45_2__segment4.wav,2,1,3,2,2022-06-10 18:44:45,30.91,34.46,Queen_New
../archive/sound_files/sound_files/2022-06-09--08-09-48_2__segment5.wav,1,0,3,2,2022-06-09 8:09:48,29.99,45.8,Queenless
../archive/sound_files/sound_files/2022-06-13--01-55-53_2__segment4.wav,2,1,3,2,2022-06-13 1:55:53,17.72,42.44,Queen_New
../archive/sound_files/sound_files/2022-06-10--16-32-41_2__segment0.wav,2,1,3,2,2022-06-10 16:32:41,36.18,24.95,Queen_New
../archive/sound_files/sound_files/2022-06-07--04-12-58_2__segment4.wav,0,1,3,2,2022-06-07 4:12:58,17.81,42.62,Queenright
../archive/sound_files/sound_files/2022-06-09--05-11-59_2__segment5.wav,1,0,3,2,2022-06-09 5:11:59,15.84,55.31,Queenless
../archive/sound_files/sound_files/2022-06-06--22-17-46_2__segment0.wav,0,1,3,2,2022-06-06 22:17:46,22.07,38.44,Queenright
../archive/sound_files/sound_files/2022-06-07--20-00-55_2__segment3.wav,0,1,3,2,2022-06-07 20:00:55,22.81,33.93,Queenright
../archive/sound_files/sound_files/2022-06-07--00-16-09_2__segment3.wav,0,1,3,2,2022-06-07 0:16:09,20.28,41.31,Queenright
../archive/sound_files/sound_files/2022-06-07--20-00-55_2__segment0.wav,0,1,3,2,2022-06-07 20:00:55,22.81,33.93,Queenright
../archive/sound_files/sound_files/2022-06-11--01-38-34_2__segment3.wav,2,1,3,2,2022-06-11 1:38:34,20.7,53.99,Queen_New
../archive/sound_files/sound_files/2022-06-13--09-50-10_2__segment1.wav,2,1,3,2,2022-06-13 9:50:10,45.11,21.89,Queen_New
../archive/sound_files/sound_files/2022-06-06--00-35-12_2__segment1.wav,0,1,3,2,2022-06-06 0:35:12,21.59,53.07,Queenright
../archive/sound_files/sound_files/2022-06-11--08-33-45_2__segment0.wav,2,1,3,2,2022-06-11 8:33:45,40.18,29.15,Queen_New
../archive/sound_files/sound_files/2022-06-11--08-33-45_2__segment1.wav,2,1,3,2,2022-06-11 8:33:45,40.18,29.15,Queen_New
../archive/sound_files/sound_files/2022-06-12--12-28-53_2__segment1.wav,2,1,3,2,2022-06-12 12:28:53,40.39,23.6,Queen_New
../archive/sound_files/sound_files/2022-06-13--14-46-29_2__segment4.wav,2,1,3,2,2022-06-13 14:46:29,33.34,18.27,Queen_New
../archive/sound_files/sound_files/2022-06-12--11-29-44_2__segment5.wav,2,1,3,2,2022-06-12 11:29:44,41.62,22.73,Queen_New
../archive/sound_files/sound_files/2022-06-07--18-02-41_2__segment1.wav,0,1,3,2,2022-06-07 18:02:41,26.01,34.5,Queenright
../archive/sound_files/sound_files/2022-06-07--13-07-01_2__segment5.wav,0,1,3,2,2022-06-07 13:07:01,32.67,35.86,Queenright
../archive/sound_files/sound_files/2022-06-07--00-16-09_2__segment2.wav,0,1,3,2,2022-06-07 0:16:09,20.28,41.31,Queenright
../archive/sound_files/sound_files/2022-06-08--23-16-48_2__segment4.wav,1,0,3,2,2022-06-08 23:16:48,19.15,47.73,Queenless
../archive/sound_files/sound_files/2022-06-09--00-15-57_2__segment0.wav,1,0,3,2,2022-06-09 0:15:57,18.52,47.68,Queenless
../archive/sound_files/sound_files/2022-06-06--19-20-21_2__segment5.wav,0,1,3,2,2022-06-06 19:20:21,24.73,36.9,Queenright
../archive/sound_files/sound_files/2022-06-13--16-45-02_2__segment2.wav,2,1,3,2,2022-06-13 16:45:02,28.0,21.39,Queen_New
../archive/sound_files/sound_files/2022-06-08--08-51-21_2__segment5.wav,0,1,3,2,2022-06-08 8:51:21,27.54,40.03,Queenright
../archive/sound_files/sound_files/2022-06-06--01-34-26_2__segment0.wav,0,1,3,2,2022-06-06 1:34:26,21.33,52.34,Queenright
../archive/sound_files/sound_files/2022-06-09--08-09-48_2__segment3.wav,1,0,3,2,2022-06-09 8:09:48,29.99,45.8,Queenless
../archive/sound_files/sound_files/2022-06-07--11-08-36_2__segment5.wav,0,1,3,2,2022-06-07 11:08:36,32.13,41.06,Queenright
../archive/sound_files/sound_files/2022-06-09--19-48-31_2__segment2.wav,2,1,3,2,2022-06-09 19:48:31,28.52,27.96,Queen_New
../archive/sound_files/sound_files/2022-06-13--00-56-42_2__segment2.wav,2,1,3,2,2022-06-13 0:56:42,18.43,38.09,Queen_New
../archive/sound_files/sound_files/2022-06-12--06-33-03_2__segment4.wav,2,1,3,2,2022-06-12 6:33:03,21.3,57.32,Queen_New
../archive/sound_files/sound_files/2022-06-11--00-39-26_2__segment5.wav,2,1,3,2,2022-06-11 0:39:26,21.73,54.6,Queen_New
../archive/sound_files/sound_files/2022-06-08--03-54-28_2__segment5.wav,0,1,3,2,2022-06-08 3:54:28,18.92,39.05,Queenright
../archive/sound_files/sound_files/2022-06-09--18-49-20_2__segment0.wav,2,1,3,2,2022-06-09 18:49:20,35.93,20.73,Queen_New
../archive/sound_files/sound_files/2022-06-09--22-45-55_2__segment4.wav,2,1,3,2,2022-06-09 22:45:55,22.92,39.57,Queen_New
../archive/sound_files/sound_files/2022-06-07--21-00-02_2__segment1.wav,0,1,3,2,2022-06-07 21:00:02,22.01,33.27,Queenright
../archive/sound_files/sound_files/2022-06-09--00-15-57_2__segment3.wav,1,0,3,2,2022-06-09 0:15:57,18.52,47.68,Queenless
../archive/sound_files/sound_files/2022-06-12--20-00-44_2__segment0.wav,2,1,3,2,2022-06-12 20:00:44,24.24,38.54,Queen_New
../archive/sound_files/sound_files/2022-06-06--04-32-02_2__segment5.wav,0,1,3,2,2022-06-06 4:32:02,19.9,49.61,Queenright
../archive/sound_files/sound_files/2022-06-09--00-15-57_2__segment5.wav,1,0,3,2,2022-06-09 0:15:57,18.52,47.68,Queenless
../archive/sound_files/sound_files/2022-06-09--12-07-14_2__segment0.wav,1,0,3,2,2022-06-09 12:07:14,53.76,10.59,Queenless
../archive/sound_files/sound_files/2022-06-05--22-36-48_2__segment4.wav,0,1,3,2,2022-06-05 22:36:48,23.07,51.73,Queenright
../archive/sound_files/sound_files/2022-06-12--21-59-01_2__segment4.wav,2,1,3,2,2022-06-12 21:59:01,20.35,38.89,Queen_New
../archive/sound_files/sound_files/2022-06-09--12-07-14_2__segment2.wav,1,0,3,2,2022-06-09 12:07:14,53.76,10.59,Queenless
../archive/sound_files/sound_files/2022-06-05--17-41-01_2__segment1.wav,0,1,3,2,2022-06-05 17:41:01,29.84,43.53,Queenright
../archive/sound_files/sound_files/2022-06-12--00-37-49_2__segment2.wav,2,1,3,2,2022-06-12 0:37:49,22.28,58.4,Queen_New
../archive/sound_files/sound_files/2022-06-10--13-35-11_2__segment2.wav,2,1,3,2,2022-06-10 13:35:11,48.63,11.15,Queen_New
../archive/sound_files/sound_files/2022-06-12--20-59-54_2__segment4.wav,2,1,3,2,2022-06-12 20:59:54,21.61,38.53,Queen_New
../archive/sound_files/sound_files/2022-06-13--08-50-45_2__segment5.wav,2,1,3,2,2022-06-13 8:50:45,38.05,30.18,Queen_New
../archive/sound_files/sound_files/2022-06-08--23-16-48_2__segment3.wav,1,0,3,2,2022-06-08 23:16:48,19.15,47.73,Queenless
../archive/sound_files/sound_files/2022-06-06--07-29-46_2__segment3.wav,0,1,3,2,2022-06-06 7:29:46,21.31,48.81,Queenright
../archive/sound_files/sound_files/2022-06-13--13-47-23_2__segment1.wav,2,1,3,2,2022-06-13 13:47:23,41.9,12.83,Queen_New
../archive/sound_files/sound_files/2022-06-07--14-06-09_2__segment0.wav,0,1,3,2,2022-06-07 14:06:09,31.46,34.07,Queenright
../archive/sound_files/sound_files/2022-06-12--11-29-44_2__segment2.wav,2,1,3,2,2022-06-12 11:29:44,41.62,22.73,Queen_New
../archive/sound_files/sound_files/2022-06-07--05-12-08_2__segment1.wav,0,1,3,2,2022-06-07 5:12:08,18.15,45.43,Queenright
../archive/sound_files/sound_files/2022-06-12--02-36-11_2__segment5.wav,2,1,3,2,2022-06-12 2:36:11,21.15,61.1,Queen_New
../archive/sound_files/sound_files/2022-06-11--07-34-47_2__segment0.wav,2,1,3,2,2022-06-11 7:34:47,26.9,48.8,Queen_New
../archive/sound_files/sound_files/2022-06-10--05-40-19_2__segment3.wav,2,1,3,2,2022-06-10 5:40:19,18.67,45.91,Queen_New
../archive/sound_files/sound_files/2022-06-12--03-35-25_2__segment3.wav,2,1,3,2,2022-06-12 3:35:25,20.82,58.17,Queen_New
../archive/sound_files/sound_files/2022-06-05--20-38-25_2__segment2.wav,0,1,3,2,2022-06-05 20:38:25,25.42,47.82,Queenright
../archive/sound_files/sound_files/2022-06-06--14-24-42_2__segment4.wav,0,1,3,2,2022-06-06 14:24:42,30.08,33.84,Queenright
../archive/sound_files/sound_files/2022-06-08--18-21-07_2__segment0.wav,1,0,3,2,2022-06-08 18:21:07,27.72,37.52,Queenless
../archive/sound_files/sound_files/2022-06-08--14-52-43_2__segment5.wav,1,0,3,2,2022-06-08 14:52:43,32.09,37.1,Queenless
../archive/sound_files/sound_files/2022-06-07--23-57-34_2__segment0.wav,0,1,3,2,2022-06-07 23:57:34,19.94,34.24,Queenright
../archive/sound_files/sound_files/2022-06-06--02-33-38_2__segment4.wav,0,1,3,2,2022-06-06 2:33:38,20.11,51.84,Queenright
../archive/sound_files/sound_files/2022-06-05--20-38-25_2__segment3.wav,0,1,3,2,2022-06-05 20:38:25,25.42,47.82,Queenright
../archive/sound_files/sound_files/2022-06-12--10-30-28_2__segment2.wav,2,1,3,2,2022-06-12 10:30:28,49.19,18.15,Queen_New
../archive/sound_files/sound_files/2022-06-06--07-29-46_2__segment4.wav,0,1,3,2,2022-06-06 7:29:46,21.31,48.81,Queenright
../archive/sound_files/sound_files/2022-06-11--22-39-24_2__segment4.wav,2,1,3,2,2022-06-11 22:39:24,22.73,54.89,Queen_New
../archive/sound_files/sound_files/2022-06-07--03-13-45_2__segment3.wav,0,1,3,2,2022-06-07 3:13:45,18.29,42.46,Queenright
../archive/sound_files/sound_files/2022-06-06--20-19-29_2__segment4.wav,0,1,3,2,2022-06-06 20:19:29,22.91,39.32,Queenright
../archive/sound_files/sound_files/2022-06-11--05-35-14_2__segment4.wav,2,1,3,2,2022-06-11 5:35:14,18.64,50.79,Queen_New
../archive/sound_files/sound_files/2022-06-07--00-16-09_2__segment1.wav,0,1,3,2,2022-06-07 0:16:09,20.28,41.31,Queenright
../archive/sound_files/sound_files/2022-06-09--06-11-10_2__segment1.wav,1,0,3,2,2022-06-09 6:11:10,16.94,52.1,Queenless
../archive/sound_files/sound_files/2022-06-08--09-50-41_2__segment5.wav,0,1,3,2,2022-06-08 9:50:41,29.78,38.38,Queenright
../archive/sound_files/sound_files/2022-06-06--10-27-52_2__segment4.wav,0,1,3,2,2022-06-06 10:27:52,29.25,44.66,Queenright
../archive/sound_files/sound_files/2022-06-09--21-46-45_2__segment1.wav,2,1,3,2,2022-06-09 21:46:45,24.21,34.94,Queen_New
../archive/sound_files/sound_files/2022-06-06--21-18-35_2__segment1.wav,0,1,3,2,2022-06-06 21:18:35,22.26,39.23,Queenright
../archive/sound_files/sound_files/2022-06-12--14-27-11_2__segment0.wav,2,1,3,2,2022-06-12 14:27:11,41.1,25.31,Queen_New
../archive/sound_files/sound_files/2022-06-06--01-34-26_2__segment4.wav,0,1,3,2,2022-06-06 1:34:26,21.33,52.34,Queenright
